TimeStep,StateType,Variable,Values
24,Smoothed,var_c_smooths,0.0146162 0.0811795 0.0615814 0.0182702 0.0176393 0.0209879 0.0793799 0.0363377 0.0349618 0.0166838 0.0212976 0.0486059 0.0581043 0.0113485 0.0249541 0.0248736 0.0424308 0.0527428 0.0265686 0.0488624 0.0247715 0.0228998 0.0423826 0.0135842 0.0310979 0.0530695 0.0289545 0.041437 0.0241748 0.0127158 0.0585371 0.0200255 0.046467 0.00951338 0.0452672 0.0454335 0.0679712 0.0234252 0.0201178 0.0661866
25,Smoothed,var_c_smooths,0.0154813 0.09453 0.0399542 0.0157418 0.0184541 0.020898 0.0759608 0.0409522 0.0305704 0.020251 0.0167288 0.0484807 0.0507512 0.0131162 0.0192629 0.0271782 0.0465911 0.0456796 0.0339749 0.0620423 0.0175162 0.021149 0.0618235 0.0165318 0.0316491 0.0543506 0.0241148 0.0543519 0.0183584 0.0105667 0.0643526 0.0286738 0.0440062 0.0120224 0.0384119 0.0319923 0.0621806 0.028553 0.0219507 0.0916748
26,Smoothed,var_c_smooths,0.0185697 0.117605 0.0282839 0.0153409 0.0211713 0.0219385 0.07536 0.0531638 0.0219892 0.025819 0.0142257 0.0545686 0.0542024 0.0176996 0.0150976 0.0310725 0.0580617 0.0508646 0.0428921 0.0703673 0.0170157 0.0177048 0.0816144 0.0245788 0.0396049 0.0698371 0.0205789 0.0735069 0.0172201 0.0102653 0.0696229 0.0442193 0.0430748 0.0167347 0.0406672 0.0298776 0.0592141 0.0350501 0.0245702 0.112366
27,Smoothed,var_c_smooths,0.021936 0.128526 0.0293079 0.0182984 0.029162 0.0255434 0.0760966 0.0662299 0.0185693 0.027129 0.0146971 0.0526552 0.0517565 0.0257674 0.0120976 0.0381735 0.0650016 0.0584755 0.0503877 0.0683832 0.0190772 0.016138 0.103373 0.0351706 0.0515488 0.0855575 0.0184303 0.0915985 0.0193249 0.011513 0.0724804 0.0645081 0.0400371 0.0235586 0.0466584 0.0296701 0.0664968 0.0411101 0.0302652 0.123284
28,Smoothed,var_c_smooths,0.0297182 0.123087 0.0340177 0.0217417 0.0386846 0.035412 0.0640298 0.0732195 0.0201084 0.0313187 0.0174294 0.0448231 0.0660304 0.0390392 0.0100592 0.0413651 0.0679559 0.0636957 0.0601298 0.0596463 0.0218432 0.0146757 0.113227 0.0456521 0.0722287 0.101775 0.0179534 0.11545 0.0221727 0.0141577 0.0675939 0.0863011 0.0394335 0.0343227 0.067159 0.0363617 0.0768618 0.041233 0.0351913 0.119362
29,Smoothed,var_c_smooths,0.0367385 0.109727 0.037474 0.0232454 0.0413376 0.0388156 0.0515337 0.0749822 0.0236791 0.0340755 0.0211615 0.0376135 0.0844032 0.0494039 0.0102403 0.040242 0.0668208 0.0654165 0.0708709 0.0534558 0.0241631 0.0127071 0.0949123 0.046955 0.0914631 0.124792 0.0199705 0.115947 0.0253602 0.0167979 0.0581277 0.0969389 0.0412651 0.0408912 0.087401 0.0461422 0.0896422 0.0364459 0.0359526 0.119136
30,Smoothed,var_c_smooths,0.0382017 0.0974854 0.0489592 0.0226068 0.0355352 0.037099 0.0448009 0.0739752 0.0263465 0.0347412 0.025562 0.0348852 0.0969746 0.0454573 0.0121047 0.0387247 0.0640732 0.0667743 0.0823076 0.0521228 0.0269762 0.0121307 0.0743304 0.041389 0.102317 0.149568 0.0248845 0.0943977 0.0291494 0.0199143 0.0551945 0.0976828 0.0423543 0.0424464 0.0980279 0.0545804 0.107722 0.0343927 0.0359845 0.122435
31,Smoothed,var_c_smooths,0.0431963 0.0826905 0.0687011 0.020647 0.028365 0.0403601 0.0406195 0.0739376 0.0279829 0.0343229 0.0310229 0.0358804 0.112125 0.0367484 0.0147303 0.036174 0.0636653 0.0685657 0.0908533 0.0536482 0.0309087 0.0134204 0.0577779 0.03677 0.111582 0.167011 0.0316375 0.0824942 0.0320793 0.0223778 0.0559815 0.0953111 0.0459462 0.0406211 0.101275 0.0660733 0.133401 0.0330638 0.0359439 0.119233
32,Smoothed,var_c_smooths,0.0489422 0.0696614 0.101641 0.0187237 0.0249728 0.0467785 0.0377887 0.0729296 0.0282951 0.0329489 0.0373489 0.0368488 0.126615 0.0310206 0.0186897 0.0332948 0.0637074 0.0701839 0.0948166 0.0570499 0.0367502 0.0159465 0.0458059 0.0329232 0.117302 0.17355 0.0399247 0.0781287 0.0328903 0.0225735 0.060194 0.0897908 0.051141 0.0365941 0.0933488 0.0803712 0.164766 0.0310431 0.0349163 0.104411
33,Smoothed,var_c_smooths,0.0527187 0.0596752 0.147264 0.0182454 0.024807 0.0559704 0.0367492 0.0691172 0.0286402 0.0309785 0.0444049 0.036316 0.136043 0.0299064 0.0238508 0.0303869 0.0631227 0.0702057 0.0930154 0.0610151 0.0444917 0.0198083 0.0374963 0.0284439 0.118672 0.167831 0.0502569 0.0786573 0.0309465 0.0213003 0.0677697 0.0815565 0.0567093 0.0327712 0.0783782 0.0927848 0.193992 0.028076 0.0325834 0.0822216
34,Smoothed,var_c_smooths,0.0533122 0.0528242 0.191514 0.0194242 0.0252889 0.0688446 0.0379301 0.0622749 0.0309383 0.0287724 0.05211 0.0357616 0.139422 0.0315616 0.0295783 0.0278839 0.0629697 0.066999 0.0862276 0.0639752 0.0510203 0.0254688 0.0316753 0.0232438 0.116683 0.152538 0.0621044 0.0825304 0.0274087 0.0203371 0.0779225 0.0721877 0.0612148 0.0303516 0.0618425 0.0976278 0.208884 0.0247262 0.0290338 0.0609266
35,Smoothed,var_c_smooths,0.0500328 0.0486163 0.212379 0.0210573 0.0253542 0.0834064 0.0408965 0.0540359 0.0359417 0.0264958 0.0597843 0.039462 0.13709 0.0339101 0.0349188 0.0262586 0.0651487 0.060721 0.0755895 0.0649279 0.0517559 0.0338999 0.0275862 0.0183356 0.109463 0.131954 0.0708695 0.0875618 0.0245605 0.0204544 0.0881522 0.063306 0.0637432 0.028966 0.0486225 0.0939511 0.206547 0.0216294 0.0246589 0.0452243
36,Smoothed,var_c_smooths,0.043657 0.0469218 0.205099 0.021939 0.0253504 0.0903229 0.0452649 0.046491 0.0428084 0.0240047 0.0643188 0.0539659 0.130291 0.0359003 0.0391081 0.0254251 0.0712141 0.0520338 0.0627393 0.0641904 0.0463328 0.0469609 0.0248689 0.0145917 0.0949874 0.109471 0.0701951 0.091942 0.023624 0.021205 0.0953557 0.0565377 0.0646729 0.0276526 0.0405034 0.0853023 0.196756 0.0192253 0.0200599 0.0353827
37,Smoothed,var_c_smooths,0.0379293 0.0481513 0.182642 0.0224142 0.025906 0.0802393 0.0510685 0.0410218 0.0493683 0.0212735 0.0609474 0.081111 0.12051 0.0371989 0.0428891 0.0252715 0.0793081 0.0437727 0.049754 0.0635563 0.0399235 0.0654372 0.0232548 0.0122267 0.0748831 0.0888723 0.0603899 0.0939846 0.024542 0.0222931 0.0967195 0.0529559 0.0652883 0.0257274 0.0369968 0.0760902 0.188624 0.0176945 0.0157558 0.030038
38,Smoothed,var_c_smooths,0.0360646 0.0520998 0.159939 0.0234545 0.0278856 0.0570837 0.0595344 0.0384285 0.0537658 0.0189912 0.0505205 0.100611 0.109057 0.0377887 0.0480274 0.0260657 0.084413 0.0386679 0.0386852 0.0649705 0.0369135 0.0870899 0.0225098 0.0110418 0.055509 0.0730767 0.0480866 0.0925757 0.0269895 0.0235925 0.0914659 0.0526884 0.0678303 0.0232363 0.0380234 0.0699377 0.185514 0.0171456 0.0123695 0.0282616
39,Smoothed,var_c_smooths,0.0385267 0.0587217 0.142224 0.0255767 0.0321103 0.0373733 0.0726629 0.0381553 0.0555318 0.0181346 0.038428 0.0867496 0.0969202 0.0372254 0.0561716 0.028166 0.0834817 0.0378579 0.0309665 0.069828 0.0381177 0.105677 0.0230323 0.0107796 0.0427936 0.0626747 0.0389694 0.0885666 0.0305732 0.0252556 0.0813222 0.0557703 0.0735596 0.0206777 0.0436475 0.0675057 0.186582 0.0176485 0.0103543 0.0297984
40,Smoothed,var_c_smooths,0.0447415 0.0683828 0.129041 0.0289439 0.038978 0.0282956 0.0927393 0.0387397 0.0547061 0.0193654 0.0305421 0.0572715 0.0842857 0.0348659 0.067164 0.0317488 0.0781334 0.0416652 0.0270984 0.0780989 0.0423186 0.115411 0.0255223 0.0111085 0.0367456 0.0562214 0.0337043 0.084329 0.034652 0.0272068 0.0720837 0.0626509 0.082156 0.0184427 0.0528415 0.0679337 0.188788 0.0192542 0.009844 0.0347572
41,Smoothed,var_c_smooths,0.0541141 0.0804515 0.118019 0.0336784 0.0466388 0.0262753 0.122769 0.0384109 0.0522572 0.0229575 0.0292048 0.0388134 0.0720173 0.0308465 0.0793409 0.0367216 0.0719973 0.0506222 0.0268488 0.0885984 0.0489968 0.116765 0.030785 0.0117979 0.0352133 0.0520798 0.0303841 0.0818007 0.0377903 0.0282169 0.0682119 0.074346 0.0916826 0.0168876 0.0615314 0.0696155 0.188713 0.0217233 0.0107405 0.0439736
42,Smoothed,var_c_smooths,0.0656097 0.0930724 0.106405 0.0397647 0.0524541 0.0261256 0.163438 0.0367056 0.0492636 0.0287067 0.0309048 0.0331234 0.0609114 0.0269684 0.0906064 0.043051 0.0680015 0.0659228 0.0295907 0.098643 0.059735 0.114109 0.0391911 0.0127618 0.0363093 0.0494776 0.0277337 0.0824016 0.0373944 0.0265832 0.0677281 0.0922649 0.100388 0.0163146 0.0628183 0.0707397 0.183519 0.0246174 0.0129437 0.0589947
43,Smoothed,var_c_smooths,0.0781379 0.104481 0.0919172 0.047288 0.0566343 0.0255451 0.207995 0.0345799 0.0459475 0.0360184 0.0305704 0.0332592 0.0517988 0.0250093 0.0987363 0.0503164 0.0676129 0.0887601 0.035072 0.105212 0.0767589 0.112092 0.0503477 0.0141915 0.0383712 0.0481794 0.0251893 0.0869766 0.0321814 0.0222833 0.0672407 0.117336 0.107937 0.0171263 0.0544217 0.070348 0.172689 0.0275823 0.0163242 0.0795711
44,Smoothed,var_c_smooths,0.105751 0.108225 0.111631 0.0705746 0.0379771 0.031129 0.266337 0.0561841 0.0365758 0.0412057 0.0335255 0.0839607 0.0473242 0.0154493 0.0793849 0.0622465 0.056215 0.146771 0.0190115 0.120756 0.0869187 0.138154 0.0936708 0.0173042 0.0630731 0.0535926 0.0346311 0.0796792 0.0531737 0.0151902 0.17053 0.067901 0.0504063 0.0120785 0.0738657 0.0830919 0.117095 0.0354639 0.0163744 0.103679
45,Smoothed,var_c_smooths,0.114425 0.112253 0.107009 0.0750126 0.0368022 0.0327378 0.283605 0.0517616 0.0300857 0.0447077 0.0262646 0.0774904 0.046242 0.0140571 0.0633346 0.0699662 0.0557888 0.165789 0.0201391 0.116126 0.08966 0.128256 0.116168 0.0217176 0.068619 0.054967 0.0262893 0.0749643 0.0523676 0.0184666 0.159906 0.0570015 0.0517291 0.0131509 0.0736089 0.0837449 0.0929067 0.0416965 0.0205539 0.1407
46,Smoothed,var_c_smooths,0.105162 0.123655 0.0853431 0.0710269 0.0409029 0.0308633 0.272198 0.0483376 0.0253203 0.0446397 0.0191608 0.0678311 0.0456018 0.0145966 0.048092 0.0703922 0.0643023 0.164703 0.0231232 0.107969 0.0680706 0.107141 0.129354 0.0252184 0.0646888 0.0548731 0.0175865 0.0684312 0.0400623 0.0215358 0.140581 0.0594112 0.0550987 0.0147999 0.068325 0.0751164 0.0795535 0.0442113 0.0257831 0.183797
47,Smoothed,var_c_smooths,0.0864321 0.141318 0.0599148 0.05967 0.0451602 0.0273376 0.229481 0.0477092 0.021915 0.0418766 0.0141408 0.0655644 0.0454157 0.0152482 0.0333444 0.0653036 0.0753128 0.150844 0.0259677 0.0959125 0.0430572 0.0812498 0.135563 0.0283091 0.059165 0.0545525 0.0119991 0.0621382 0.0293177 0.0208634 0.120408 0.0636414 0.0557766 0.0165009 0.0624684 0.0610872 0.0684089 0.0450055 0.029407 0.201061
48,Smoothed,var_c_smooths,0.065469 0.158606 0.0419073 0.0459763 0.0477603 0.0248894 0.172996 0.0493974 0.0197166 0.0384246 0.0115172 0.0672717 0.0463052 0.015518 0.0218853 0.0577413 0.083538 0.130747 0.0292026 0.0833509 0.0279867 0.0559346 0.136512 0.0316323 0.05531 0.0553025 0.00925671 0.060263 0.0235524 0.0182334 0.102865 0.0671876 0.0557651 0.0183692 0.0590292 0.0474644 0.0592592 0.0453669 0.0311727 0.189373
49,Smoothed,var_c_smooths,0.0476205 0.164245 0.0324432 0.0349406 0.0487218 0.0270733 0.124593 0.0524236 0.0183139 0.0360582 0.0108501 0.0687652 0.0491132 0.0159933 0.0147364 0.0503628 0.0831024 0.108899 0.0338979 0.0715137 0.0216798 0.0365209 0.133037 0.0363985 0.0542974 0.0581832 0.0083294 0.0681893 0.0210786 0.0157093 0.0884701 0.0701724 0.0540654 0.0207661 0.0588631 0.0382875 0.0531925 0.0464118 0.0319421 0.164001
50,Smoothed,var_c_smooths,0.035785 0.156105 0.0294623 0.0284285 0.0489344 0.0324675 0.0915818 0.0572572 0.0170141 0.0350354 0.0116576 0.0651998 0.054014 0.0185581 0.0109874 0.0449974 0.0753095 0.0907482 0.0404811 0.0614091 0.0198211 0.0236712 0.125138 0.0422781 0.0564494 0.0651203 0.00867321 0.0865732 0.0203915 0.0141883 0.0762371 0.0740134 0.0499617 0.0240673 0.0622083 0.0341561 0.0504922 0.0470577 0.0320345 0.13912
51,Smoothed,var_c_smooths,0.0302745 0.139858 0.029965 0.0257814 0.0492582 0.0319242 0.0706936 0.0634672 0.0163841 0.0340294 0.0135039 0.054738 0.0604103 0.0259816 0.00924724 0.0418596 0.0661659 0.077847 0.0485917 0.0541057 0.0200168 0.0160701 0.113311 0.0460405 0.061656 0.07686 0.0102084 0.10615 0.0209073 0.0137527 0.0644044 0.0789971 0.0444477 0.028863 0.0688201 0.0339299 0.0525214 0.0450789 0.0321683 0.121783
52,Smoothed,var_c_smooths,0.0296647 0.123348 0.0334188 0.02528 0.048657 0.0277581 0.0574456 0.069565 0.0178567 0.0331701 0.0162416 0.042355 0.0690587 0.0372201 0.008719 0.0402624 0.0600772 0.0695369 0.0582764 0.0500062 0.021462 0.0120457 0.0974054 0.0458565 0.0694629 0.094157 0.0131732 0.112168 0.022426 0.0144597 0.0537653 0.084554 0.0398766 0.0355703 0.0778426 0.0367381 0.060628 0.0410421 0.0328439 0.113175
53,Smoothed,var_c_smooths,0.0320216 0.109919 0.0392229 0.0249589 0.0434088 0.0265513 0.0493339 0.0740467 0.0214227 0.032587 0.0197208 0.034596 0.080853 0.043435 0.00914601 0.0391919 0.0581433 0.0654015 0.0688936 0.0487945 0.0238613 0.0103724 0.0788268 0.043102 0.0779152 0.116728 0.0176745 0.102214 0.0246177 0.0163132 0.0458397 0.0889052 0.0381526 0.0426409 0.086202 0.0421946 0.0749121 0.0370455 0.0339319 0.112525
54,Smoothed,var_c_smooths,0.0357598 0.0968596 0.0490041 0.0234713 0.0342539 0.0288692 0.0440146 0.0757993 0.0252477 0.0317409 0.0240468 0.03262 0.0946211 0.0393808 0.0105717 0.0378682 0.0588572 0.064296 0.0792139 0.0499622 0.0270695 0.0103131 0.0621531 0.0397091 0.0848157 0.140593 0.0237416 0.0863932 0.026994 0.0192208 0.0422835 0.0899473 0.0393673 0.046577 0.0900093 0.0500568 0.0953403 0.0345441 0.0351348 0.114894
55,Smoothed,var_c_smooths,0.0406531 0.0825381 0.066731 0.0208688 0.0262748 0.0333574 0.0397979 0.0750622 0.0274986 0.0304397 0.0293619 0.0336782 0.108801 0.03152 0.0130184 0.0358095 0.0600159 0.06502 0.0867812 0.0528813 0.0314218 0.0114971 0.0492128 0.0367803 0.0896384 0.159273 0.0313268 0.0755976 0.0287874 0.0215131 0.0427599 0.0875325 0.0428513 0.0456444 0.0868768 0.0606537 0.121031 0.0327952 0.0357957 0.111462
56,Smoothed,var_c_smooths,0.0455922 0.0691322 0.0964782 0.0185786 0.0228236 0.0387332 0.0365905 0.0726469 0.0281872 0.0287042 0.0353934 0.0345809 0.121591 0.0269566 0.0167048 0.0331374 0.060246 0.0660569 0.0895359 0.0569742 0.0376682 0.0137691 0.0395646 0.0336394 0.0928369 0.167239 0.0406112 0.0720206 0.0288685 0.0213452 0.0463802 0.0821996 0.0478689 0.0412736 0.0762664 0.0731306 0.150105 0.0303584 0.0350868 0.0981021
57,Smoothed,var_c_smooths,0.0486302 0.0585918 0.138757 0.0180011 0.0226481 0.0450771 0.0351883 0.0683885 0.0288982 0.0266094 0.0418698 0.0341687 0.12949 0.0265769 0.021544 0.030326 0.0593785 0.0663858 0.0866733 0.0616701 0.0453401 0.0172262 0.0326967 0.0293113 0.0945703 0.16294 0.0518272 0.0732947 0.0267629 0.0199887 0.0528188 0.0744769 0.0529305 0.0365347 0.0618376 0.0834671 0.173676 0.0270765 0.0327877 0.0787093
58,Smoothed,var_c_smooths,0.0491403 0.0507412 0.178683 0.0190868 0.0230028 0.0537269 0.0358642 0.0625433 0.0316101 0.0244483 0.0489128 0.0339839 0.131185 0.0284149 0.0268409 0.0279758 0.0587709 0.0643051 0.0788652 0.0655392 0.0507164 0.0222464 0.0277364 0.0240246 0.0951677 0.148315 0.0632579 0.0774478 0.0236017 0.0190328 0.0614478 0.0657027 0.0566404 0.033247 0.0481132 0.087111 0.181017 0.0234967 0.0292379 0.0595898
59,Smoothed,var_c_smooths,0.046639 0.0455741 0.196159 0.0203321 0.0227877 0.0652851 0.0381644 0.0557357 0.0371224 0.0223528 0.0561003 0.0380069 0.127516 0.0305163 0.0315289 0.0263612 0.060252 0.0591888 0.0674983 0.0671629 0.0494959 0.0297027 0.0241908 0.0189905 0.0928725 0.127781 0.0690701 0.0825824 0.0212035 0.0190733 0.0706621 0.0575914 0.0581294 0.0313238 0.0380417 0.0830915 0.172989 0.0202805 0.0248773 0.0447493
60,Smoothed,var_c_smooths,0.041423 0.0432247 0.187226 0.0207073 0.0223825 0.0749178 0.0415074 0.0495782 0.0441115 0.0202668 0.0606405 0.0521453 0.119801 0.0320143 0.0350058 0.0252476 0.0655388 0.0515774 0.0546196 0.0665948 0.0427514 0.0411431 0.0218074 0.0151573 0.0853333 0.105618 0.0646818 0.086954 0.0204459 0.0198411 0.0778584 0.0517444 0.0581404 0.0297586 0.0321857 0.0747131 0.160768 0.0177865 0.020194 0.0349715
61,Smoothed,var_c_smooths,0.0365024 0.0436473 0.165229 0.0209475 0.0224976 0.072344 0.0460653 0.0455207 0.0497908 0.0180435 0.0579999 0.0769775 0.109679 0.0328722 0.0380768 0.0245008 0.0730296 0.0436153 0.0424423 0.0657652 0.0361209 0.0573875 0.0204712 0.0127266 0.0717466 0.0855802 0.0533144 0.0887445 0.0212653 0.0208306 0.0809847 0.0490333 0.0582244 0.0278681 0.0300462 0.0662939 0.152772 0.0161677 0.0157988 0.0296467
62,Smoothed,var_c_smooths,0.0346974 0.0461471 0.143412 0.0219771 0.0239515 0.0558305 0.0532588 0.0441597 0.0525097 0.0160823 0.0483614 0.0921486 0.0982941 0.0332885 0.0424786 0.024374 0.0778436 0.0382802 0.0327166 0.0669661 0.0333975 0.076797 0.019977 0.0115065 0.0559561 0.0700407 0.0416235 0.0871176 0.0234261 0.0218623 0.0790982 0.0497248 0.0601103 0.0254644 0.0313126 0.0607909 0.151417 0.0154945 0.0124057 0.0279978
63,Smoothed,var_c_smooths,0.0366495 0.0505669 0.126674 0.0241849 0.0275814 0.0376625 0.0651027 0.0445372 0.0522937 0.0152274 0.0366745 0.0765545 0.0864203 0.0331177 0.0497385 0.025375 0.0772368 0.0372776 0.0264578 0.0718351 0.0348315 0.0936037 0.0205623 0.0112498 0.0434331 0.0596076 0.034205 0.083 0.0266354 0.0231762 0.07277 0.0538296 0.0648687 0.0228786 0.0363376 0.0586701 0.155185 0.0158073 0.0104606 0.0296561
64,Smoothed,var_c_smooths,0.0421151 0.0573293 0.11457 0.0277462 0.033978 0.0276288 0.0839185 0.0447313 0.0500334 0.0161626 0.0288002 0.0498158 0.0745237 0.0318187 0.0597383 0.0279308 0.072752 0.0409763 0.02375 0.0804112 0.0390497 0.102114 0.0228978 0.0116423 0.0360448 0.0531734 0.0306605 0.0788072 0.030402 0.024776 0.0662868 0.0616998 0.0725217 0.0205305 0.0452379 0.0590586 0.160858 0.0171165 0.0100696 0.0347229
65,Smoothed,var_c_smooths,0.0506855 0.0660274 0.104808 0.0327866 0.0416536 0.0247309 0.112742 0.0430169 0.0470862 0.0192605 0.0273881 0.0345578 0.0634179 0.0289261 0.0710286 0.0322417 0.0676006 0.0499271 0.0241831 0.0912583 0.0453119 0.102781 0.0278411 0.012443 0.0328489 0.0492407 0.0284933 0.0763929 0.0335903 0.0257554 0.0639035 0.0742509 0.0814323 0.0188317 0.0555363 0.060425 0.164363 0.0191006 0.011116 0.0439048
66,Smoothed,var_c_smooths,0.0614589 0.0752931 0.0947859 0.0391696 0.0477164 0.0242934 0.152139 0.0396332 0.0442653 0.0244154 0.0293333 0.0305159 0.0536682 0.0256051 0.0816479 0.038403 0.0643957 0.0652492 0.0271579 0.1013 0.0548747 0.0999704 0.0357828 0.0134996 0.0325372 0.0469609 0.0264436 0.0770021 0.0338359 0.0245962 0.0643838 0.0926355 0.0899231 0.0181749 0.0607758 0.0612606 0.16255 0.0213502 0.0135101 0.0582749
67,Smoothed,var_c_smooths,0.0733768 0.0839881 0.0822777 0.0468037 0.0518531 0.0237594 0.19557 0.0361 0.041573 0.0311092 0.0296086 0.0312591 0.0458449 0.023667 0.0894346 0.045938 0.064417 0.0879438 0.0324466 0.107245 0.0702218 0.0980256 0.0463331 0.0149696 0.0335827 0.0459575 0.0242056 0.0813702 0.0295876 0.0209706 0.0646496 0.117274 0.0975646 0.0190203 0.0561359 0.0609233 0.154543 0.023747 0.0171562 0.0764227
68,Smoothed,var_c_smooths,0.101557 0.0881631 0.101772 0.0701143 0.0344724 0.0290068 0.253261 0.0487999 0.0338447 0.0362718 0.0331346 0.0762085 0.0426384 0.0140704 0.07218 0.0653073 0.0545019 0.147653 0.0172678 0.13004 0.0817756 0.124762 0.0878508 0.0182536 0.063721 0.0527219 0.0358272 0.0762981 0.0487159 0.0150106 0.158877 0.0678245 0.0474639 0.0136458 0.0768396 0.076275 0.105397 0.0309135 0.0169742 0.10699
69,Smoothed,var_c_smooths,0.110148 0.093467 0.0978919 0.0754285 0.0342577 0.0304251 0.275438 0.0437268 0.0288591 0.040028 0.0262959 0.071667 0.0419763 0.0129534 0.0577506 0.075536 0.0542541 0.165632 0.0183943 0.125962 0.0888466 0.117612 0.109105 0.0231441 0.0696312 0.0531173 0.0281463 0.0739247 0.0494249 0.0175781 0.149629 0.0609952 0.0481517 0.0148972 0.0810185 0.0779935 0.0839574 0.0372863 0.0212762 0.142402
70,Smoothed,var_c_smooths,0.1017 0.104842 0.079675 0.0718495 0.0386583 0.0284089 0.261912 0.0408326 0.0250399 0.0405073 0.0193269 0.0630959 0.041384 0.0136943 0.0439645 0.0766086 0.0624996 0.162698 0.0211741 0.116541 0.0708194 0.0989629 0.121707 0.0268557 0.0644586 0.0525337 0.0190249 0.069169 0.0383764 0.0205558 0.131231 0.0662247 0.0511399 0.0166809 0.0775525 0.070492 0.0725671 0.0399772 0.026543 0.176385
71,Smoothed,var_c_smooths,0.0841078 0.121505 0.0575987 0.0607453 0.0427407 0.024887 0.216158 0.0404996 0.02214 0.0384004 0.0143052 0.0608359 0.0411247 0.0144106 0.0305498 0.0708797 0.0730189 0.147014 0.0237549 0.10199 0.0460353 0.0752182 0.127124 0.0301341 0.0578621 0.0520228 0.0128886 0.0639876 0.028325 0.0202378 0.1108 0.0710637 0.0515755 0.0183629 0.071951 0.0572211 0.0625761 0.0411704 0.0299854 0.181017
72,Smoothed,var_c_smooths,0.0641673 0.138459 0.0415048 0.0471458 0.0449002 0.02298 0.160513 0.0425192 0.0201746 0.0355778 0.0116336 0.0620391 0.0419581 0.0146952 0.0200758 0.0621099 0.0809326 0.125534 0.02672 0.0863957 0.0296833 0.051844 0.127064 0.0338341 0.052898 0.0526245 0.00982272 0.0624813 0.0228653 0.0179557 0.0923754 0.0730869 0.0513374 0.0200526 0.0680725 0.0440896 0.0539663 0.0420005 0.0313675 0.161271
73,Smoothed,var_c_smooths,0.0468967 0.146617 0.032657 0.0360099 0.0453885 0.0255511 0.114919 0.0466662 0.0189384 0.0335239 0.0108566 0.0631744 0.0446259 0.0151955 0.0134352 0.053583 0.0804584 0.103562 0.0310938 0.0716625 0.022219 0.033917 0.122741 0.0388659 0.0506287 0.0553835 0.00877038 0.0702686 0.020512 0.0156342 0.0769973 0.0735338 0.0497254 0.0221457 0.0673749 0.0351427 0.0479422 0.0433153 0.0318262 0.134695
74,Smoothed,var_c_smooths,0.0352099 0.142234 0.0296275 0.0291863 0.0452166 0.0285333 0.0848454 0.0538625 0.0177472 0.0324269 0.0115044 0.0597645 0.0496233 0.0177769 0.00989374 0.0472365 0.0727046 0.085564 0.0373998 0.059578 0.0197695 0.0222553 0.11472 0.0444131 0.0511363 0.0618223 0.00909563 0.0876906 0.019725 0.0141657 0.0641467 0.0743999 0.046025 0.02518 0.0694625 0.031078 0.0454871 0.0444416 0.0319247 0.112321
75,Smoothed,var_c_smooths,0.0295819 0.130332 0.0302164 0.0262558 0.0452204 0.0258082 0.0664617 0.0647586 0.0167694 0.0311948 0.0131427 0.0502337 0.0567116 0.0249176 0.00828688 0.0434898 0.063631 0.0735536 0.0453524 0.0518136 0.0197984 0.0152558 0.103502 0.0469694 0.0538459 0.0731259 0.0106819 0.105343 0.019964 0.0137364 0.0524171 0.0762604 0.0411805 0.0299025 0.0738192 0.0307635 0.0474791 0.0432636 0.0321531 0.0987009
76,Smoothed,var_c_smooths,0.0286805 0.11689 0.0334962 0.0256998 0.0444746 0.0221917 0.0551125 0.0781 0.0174446 0.0299795 0.0156192 0.0391153 0.0663382 0.035084 0.00785892 0.0416377 0.0576878 0.0663193 0.0548653 0.0479404 0.0212847 0.0114549 0.0891794 0.0455173 0.057973 0.089602 0.0137492 0.109361 0.020993 0.0144156 0.0426478 0.078784 0.037319 0.0368808 0.0789963 0.0332349 0.0553924 0.0399345 0.033086 0.0936713
77,Smoothed,var_c_smooths,0.0307182 0.105354 0.0393641 0.0255678 0.039699 0.0223834 0.0481786 0.0907608 0.0203468 0.0290539 0.0188697 0.0321628 0.0789945 0.0399007 0.00830883 0.0406244 0.055835 0.0630705 0.0653437 0.0471812 0.0238368 0.00980623 0.0730322 0.042244 0.0625658 0.111029 0.0184373 0.0985293 0.0224566 0.0162568 0.0362443 0.0809216 0.0359243 0.0448733 0.0820027 0.0381385 0.0693012 0.0363583 0.0345672 0.0952002
78,Smoothed,var_c_smooths,0.0342457 0.0938111 0.0487903 0.0242961 0.0312842 0.0255741 0.0434553 0.0983041 0.0241419 0.0279389 0.0229769 0.0305582 0.0934827 0.0350962 0.00966887 0.0394159 0.0567291 0.0625528 0.0753018 0.0489316 0.0273273 0.00964015 0.0582027 0.039021 0.0665958 0.133996 0.0248168 0.0834092 0.0239118 0.0189761 0.0336645 0.0809913 0.0372981 0.0502326 0.0804691 0.0453244 0.0890532 0.0337552 0.036055 0.0992662
79,Smoothed,var_c_smooths,0.0385481 0.0808915 0.0659921 0.0217838 0.0239747 0.0299946 0.0394888 0.0984875 0.0268817 0.0264859 0.0280828 0.0317622 0.107322 0.0273869 0.0119832 0.0374784 0.0580365 0.0636173 0.0823524 0.0525336 0.0321046 0.0106478 0.0464343 0.0364669 0.0694852 0.152575 0.033008 0.0731793 0.024861 0.0207673 0.0344519 0.0785161 0.0406427 0.0503856 0.0742127 0.0549089 0.113308 0.031849 0.036827 0.0988082
